article_no,date,verification_inv002,post_id,title,keywords,relevance,reuse_policy,claim_posture,traceability_links,word_count,external_links,actors,mechanisms,dimensions,central_claim_from_corpus,evidence_anchors_from_index,explicit_limits_refutations,gaps_reuse_warning,url
83,2026-01-04,NOT_REVERIFIED,183424330.lagonie-du-souverain-la-singularite,💀 L’AGONIE DU SOUVERAIN : LA SINGULARITÉ DU PÉTRODOLLAR,"démocratie, géopolitique",SUPPORTING,SUPPORT_RECHECK,ASSERTIVE,NONE_IN_EXPORT,1628,0,ETAT_FR|USA|CHINE|IRAN,DROIT_REGULATION|CAPTURE_INSTITUTIONNELLE|ELECTION_CONSENTEMENT|GUERRE_SECURITE,JURIDIQUE|ANTHROPOLOGIQUE|POLITIQUE|ETHIQUE,Caracas tombe : guerre pour le dollar.,3 janv.2026 : capture Maduro. Vénézuéla (303 Md barils) osait vendre en yuans — réponse par le fer.,,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/lagonie-du-souverain-la-singularite
84,2026-01-03,NOT_REVERIFIED,183323402.lasphyxie-du-golem-traite-de-la-resistance,L’ASPHYXIE DU GOLEM : TRAITÉ DE LA RÉSISTANCE TOTALE,résistance,CONTEXT,CONTEXT_ONLY,MIXED,NONE_IN_EXPORT,1207,0,ETAT_FR,FINANCEMENT_FLUX|GUERRE_SECURITE,ECONOMIQUE|ETHIQUE,Traité de résistance asymétrique.,"3 piliers : ischémie (couper flux : énergie, finance, fret), engorgement (surcharger centres décision), cécité (saboter capteurs). Protocoles tactiques : blocage simultané 3 accès HAROPA (60% conteneur paralysé 12h), interception convois denrées A1/A10/A11/A13, saturation CB (milliers auto-tests TPE), retrait massif espèces (cash-out vendredi), boycott algorithmique.",,,https://giak.substack.com/p/lasphyxie-du-golem-traite-de-la-resistance
85,2025-12-31,NOT_REVERIFIED,183098263.lempire-des-peches-psychopathologie,🏥 L’EMPIRE DES PÉCHÉS : PSYCHOPATHOLOGIE DE LA TRAHISON,"système, Europe, géopolitique, philosophie",DIRECT,LEAD_REVERIFY,ASSERTIVE,NONE_IN_EXPORT,1499,0,UE,MODERATION_CENSURE|CAPTURE_INSTITUTIONNELLE,ANTHROPOLOGIQUE,Autopsie clinique d'une civilisation en décompensation psychiatrique.,"7 péchés capitaux comme grille diagnostique des élites : Superbia (complexe de Dieu — pas de doute, pas d'excuses), Avaritia (prédation — portes tournantes, cabinets conseil, liquidation avant fermeture), Luxuria (libido dominandi — sadisme bureaucratique, pulsion d'emprise), Invidia (nivellement — haine du beau, du grand, du fort), Gula (hyperphagie dopaminergique — infobésité, Hanouna/Deliveroo/Pornhub, saturer récepteurs pour éteindre cortex), Ira (psychose sécuritaire — censure, psychiatrisation opposant), Acedia (catatonie morale — banalité du mal 2.0, fonctionnaire zélé).",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/lempire-des-peches-psychopathologie
86,2025-12-29,NOT_REVERIFIED,182890010.le-schisme-larme-sur-la-tempe-et,LE SCHISME : L’Arme sur la Tempe et le Silence des Élites,"démocratie, contrôle, Europe, corruption",DIRECT,LEAD_REVERIFY,ASSERTIVE,NONE_IN_EXPORT,1981,0,ETAT_FR|UE,CORRUPTION_TRAFFIC|ELECTION_CONSENTEMENT|COERCITION_ADMIN|GUERRE_SECURITE,POLITIQUE,"2025, 22h31 : la République bascule dans la milice privée.","2025, 22h31 : la République bascule dans la milice privée. 5 tracteurs CR32 déposent fumier devant La Dépêche du Midi (Baylet).",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/le-schisme-larme-sur-la-tempe-et
87,2025-12-24,NOT_REVERIFIED,182502562.la-justice-spectrale-lere-du-bannissement,⚖️ La Justice Spectrale : L’Ère du Bannissement Administratif 🚫,"contrôle, défense, Europe, justice, résistance",DIRECT,LEAD_REVERIFY,MIXED,NONE_IN_EXPORT,1169,0,ETAT_FR|UE|ENTREPRISES_FINANCE|ONG_FONDATIONS,FINANCEMENT_FLUX|MODERATION_CENSURE|DROIT_REGULATION|COERCITION_ADMIN|GUERRE_SECURITE,JURIDIQUE|TECHNIQUE|POLITIQUE|ETHIQUE|COMMUNICATION|MARKETING_PR,L'ère du bannissement administratif — la sentence ne tombe plus d'un marteau mais s'active par un interrupteur.,"Inversion transatlantique : US bannissent Breton (McCarran-Walter Act), EU gèle avoirs Moreau/Baud (Art.215 TFUE). AdTech War : GDI blackliste UnHerd (2024), fonds Soros/Skoll/Omidyar financent.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/la-justice-spectrale-lere-du-bannissement
88,2025-12-23,NOT_REVERIFIED,182455797.larchitecture-de-labattoir-le-crime,🐄🩸L’Architecture de l’abattoir : Le crime en direct de la DNC,"agriculture, système, industrie",CONTEXT,CONTEXT_ONLY,ASSERTIVE,NONE_IN_EXPORT,1228,0,ENTREPRISES_FINANCE,SCIENCE_EXPERTISE,ECONOMIQUE|SCIENTIFIQUE,"Nuit du 11 déc.2025 : blindés Centaure encerclent une étable, 208 bovins abattus.","Nuit du 11 déc.2025 : blindés Centaure encerclent une étable, 208 bovins abattus. Opération sanitaire = variable d'ajustement financière : sauver flux export 1,6 Md€ vers Italie en sacrifiant cheptel ariégeois.",,,https://giak.substack.com/p/larchitecture-de-labattoir-le-crime
89,2025-12-22,NOT_REVERIFIED,182308074.france-2025-lanatomie-dune-feodalite,🏰 FRANCE 2025 : L’ANATOMIE D’UNE FÉODALITÉ FINANCIARISÉE,"système, Europe, corruption",DIRECT,LEAD_REVERIFY,ASSERTIVE,NONE_IN_EXPORT,3072,0,ETAT_FR|UE|PLATEFORMES_BIGTECH|CITOYENS_MOUVEMENTS,DROIT_REGULATION|CAPTURE_INSTITUTIONNELLE|CORRUPTION_TRAFFIC,JURIDIQUE|ANTHROPOLOGIQUE|POLITIQUE|ETHIQUE,Féodalité financiarisée — la corruption est le mode de gouvernement.,"Féodalité financiarisée — la corruption est le mode de gouvernement. France 25e perception corruption (Transparency), +51% atteintes probité 2016-2024, 67% Français jugent élus corrompus, 7,3M parcelles détenues anonymement.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/france-2025-lanatomie-dune-feodalite
90,2025-12-16,NOT_REVERIFIED,181766389.les-telegraphistes-de-la-terreur,📡 LES TÉLÉGRAPHISTES DE LA TERREUR : enquête sur la mécanique totalitaire de l’UE,"démocratie, médias, Europe",DIRECT,LEAD_REVERIFY,ASSERTIVE,NONE_IN_EXPORT,2162,0,ETAT_FR|UE|CITOYENS_MOUVEMENTS,CADRAGE_NARRATIF|DROIT_REGULATION|ELECTION_CONSENTEMENT|COERCITION_ADMIN,JURIDIQUE|ANTHROPOLOGIQUE|POLITIQUE|NARRATIVE|COMMUNICATION,Mort civile sans procès — la démocratie a quitté la pièce.,Anatomie d'une imposture : Duclos sert de patine « société civile » à des décisions technocratiques.,,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/les-telegraphistes-de-la-terreur
91,2025-12-14,NOT_REVERIFIED,181572197.lindustrie-de-linfluence-enquete,💶 L'INDUSTRIE DE L'INFLUENCE : enquête sur le journalisme sous contrat,"système, médias, industrie",DIRECT,LEAD_REVERIFY,MIXED,NONE_IN_EXPORT,2540,0,ENTREPRISES_FINANCE|LOBBIES_THINKTANKS,FINANCEMENT_FLUX|LOBBYING_RESEAUX|MEDIAS_AGENDA|PSYCHO_COMPORTEMENT|GUERRE_SECURITE,PSYCHOLOGIQUE|ECONOMIQUE|ETHIQUE|COMMUNICATION|MARKETING_PR,Journalisme sous contrat — autopsie du système Ducros.,"Journalisme sous contrat — autopsie du système Ducros. Fausse légitimité : prix Citi-Columbia 2018 = sponsorisé par banque Citi, pas Pulitzer.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/lindustrie-de-linfluence-enquete
92,2025-12-13,NOT_REVERIFIED,181428779.ce-que-letat-vous-cache-sur-la-dnc,CE QUE L'ÉTAT VOUS CACHE SUR LA DNC,"agriculture, Europe, santé",CONTEXT,CONTEXT_ONLY,MIXED,NONE_IN_EXPORT,3400,0,ETAT_FR|UE,,SOCIALE|SCIENTIFIQUE,Le précédent que l'État cache : la DNC se soigne par vaccination.,"La Réunion 1992 : 487 exploitations touchées, 22 bovins morts (taux 0,1%), vaccination générale → éradication réussie. Rapport Assemblée nationale — source officielle.",,,https://giak.substack.com/p/ce-que-letat-vous-cache-sur-la-dnc
93,2025-12-11,NOT_REVERIFIED,181348704.la-grande-arnaque-agricole-comment,La grande arnaque agricole : comment 55 milliards d'euros disparaissent chaque année,"agriculture, économie, Europe",DIRECT,LEAD_REVERIFY,MIXED,NONE_IN_EXPORT,5825,0,UE|LOBBIES_THINKTANKS,FINANCEMENT_FLUX|LOBBYING_RESEAUX|CADRAGE_NARRATIF|SURVEILLANCE_DONNEES|CORRUPTION_TRAFFIC,TECHNIQUE|ECONOMIQUE|NARRATIVE|SCIENTIFIQUE,"55 Md€/an de PAC, 92% des données opaques.","55 Md€/an de PAC, 92% des données opaques. Budget réel estimé 56 Md€, dont 51,5 Md€ dissimulés (shadow economy).",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/la-grande-arnaque-agricole-comment
94,2025-12-06,NOT_REVERIFIED,180872735.comment-musk-et-trump-vont-briser,💀 COMMENT MUSK ET TRUMP VONT BRISER L’UNION EUROPÉENNE,"Europe, géopolitique",SUPPORTING,SUPPORT_RECHECK,MIXED,NONE_IN_EXPORT,691,0,ETAT_FR|UE|PLATEFORMES_BIGTECH|PARTIS_ELUS|ENTREPRISES_FINANCE|USA,MODERATION_CENSURE|GUERRE_SECURITE,ECONOMIQUE,Le piège de l'amende : Musk a besoin de cette amende pour la guerre totale.,"Amende 120 M€ à X (déc.2025) = pas une victoire mais le déclencheur. 5e colonne : Heritage Foundation (Project 2025) → Orban bloque UE, Bardella importe modèle US, Weidel (AfD) adoubée par Musk.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/comment-musk-et-trump-vont-briser
95,2025-12-06,NOT_REVERIFIED,180851146.france-2025-larchitecture-de-lenfer,🐦‍🔥 FRANCE 2025 : L’ARCHITECTURE DE L’ENFER (Livre Noir),"système, Europe",CONTEXT,CONTEXT_ONLY,ASSERTIVE,NONE_IN_EXPORT,2941,0,ETAT_FR|UE|PARTIS_ELUS,,ANTHROPOLOGIQUE|POLITIQUE,Livre noir — la mécanique de l'asservissement total.,"Meurtre du régalien : Hollande avoue (Kyiv Independent, déc.2022) : accords Minsk = ruse pour donner temps à armée ukrainienne. Paix d'Istanbul (avril 2022) interdite — Boris Johnson dépêché pour briser accord.",,,https://giak.substack.com/p/france-2025-larchitecture-de-lenfer
96,2025-12-04,NOT_REVERIFIED,180734703.abattage-massif-en-savoie-la-france,📌 ABATTAGE MASSIF EN SAVOIE — La France liquide ses troupeaux sous prétexte sanitaire,"agriculture, santé, environnement",CONTEXT,CONTEXT_ONLY,MIXED,NONE_IN_EXPORT,915,0,,,SOCIALE|SCIENTIFIQUE,"Ce n'est pas une épidémie, c'est une stratégie.","DNC : mortalité <1%, maladie non transmissible à l'humain, vaccins + traitements disponibles. Résultat : 1 000 vaches abattues en 30 jours, 49 élevages détruits.",,,https://giak.substack.com/p/abattage-massif-en-savoie-la-france
97,2025-12-03,NOT_REVERIFIED,180580808.pravda-quand-lelysee-ironise-sur,"""Pravda ?"" : Quand l'Élysée ironise sur la censure qu'il construit","système, médias",DIRECT,LEAD_REVERIFY,ASSERTIVE,RICH,6621,27,ETAT_FR|UE|PLATEFORMES_BIGTECH|ONG_FONDATIONS,MODERATION_CENSURE|CAPTURE_INSTITUTIONNELLE|PSYCHO_COMPORTEMENT,PSYCHOLOGIQUE|POLITIQUE,"Gaslighting institutionnel à 5,5M vues.","Gaslighting institutionnel à 5,5M vues. 1er déc.2025, 19h03 : Élysée tweete « Pravda ?",,"Formulation causale/systémique forte : isoler les maillons et retester intention, coordination et effet avant réemploi.",https://giak.substack.com/p/pravda-quand-lelysee-ironise-sur
98,2025-12-02,NOT_REVERIFIED,180481861.quand-lelysee-attaque-un-journaliste,Quand l'Élysée attaque un journaliste : anatomie d'une architecture de censure,"système, médias, Europe",SUPPORTING,SUPPORT_RECHECK,ASSERTIVE,NONE_IN_EXPORT,3782,0,ETAT_FR|UE|MEDIAS|PLATEFORMES_BIGTECH|ONG_FONDATIONS,MODERATION_CENSURE,POLITIQUE,Deux tweets qui brisent un tabou.,"28 avril 2025 : Élysée attaque Pascal Praud — 1er cas historique compte d'État ciblant journaliste. 1er déc.2025 : Élysée ironise « Pravda ? » (3,2M vues/12h).",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/quand-lelysee-attaque-un-journaliste
99,2025-12-01,NOT_REVERIFIED,180396722.alla-poedie-cafards-censure-et-opacite,"Alla Poedie : ""Cafards"", censure et opacité","médias, Ukraine",DIRECT,LEAD_REVERIFY,MIXED,NONE_IN_EXPORT,3608,0,UKRAINE,MODERATION_CENSURE|DROIT_REGULATION|PSYCHO_COMPORTEMENT|GUERRE_SECURITE,JURIDIQUE|PSYCHOLOGIQUE,"Alla Poedie (30k abonnes, IHEDN, NAFO) appelle a censurer une conference d histoire militaire sans fondement juridique.","Alla Poedie (30k abonnes, IHEDN, NAFO) appelle a censurer une conference d histoire militaire sans fondement juridique.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/alla-poedie-cafards-censure-et-opacite
100,2025-12-01,NOT_REVERIFIED,180377342.bandera-vs-petain-ce-que-les-faits,Bandera vs Pétain : Ce que les faits révèlent (et ce que les deux camps omettent),"défense, Europe, Ukraine, géopolitique",DIRECT,LEAD_REVERIFY,MIXED,NONE_IN_EXPORT,2362,0,ETAT_FR|UE|PLATEFORMES_BIGTECH|USA|RUSSIE|UKRAINE|ISRAEL,CADRAGE_NARRATIF|DROIT_REGULATION|COERCITION_ADMIN|PSYCHO_COMPORTEMENT|GUERRE_SECURITE,JURIDIQUE|PSYCHOLOGIQUE|NARRATIVE|COMMUNICATION,"Investigation Truth Engine (29 sources, EDI 0.79).","Investigation Truth Engine (29 sources, EDI 0.79). Alla Poedie correcte sur Petain et les 76 000 Juifs deportes (Memoire Shoah, Klarsfeld), implication personnelle de Petain dans le Statut des Juifs.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/bandera-vs-petain-ce-que-les-faits
101,2025-11-30,NOT_REVERIFIED,180309272.ladieu-aux-partis-du-diagnostic-de,L'ADIEU AUX PARTIS : DU DIAGNOSTIC DE WEIL À L'OS DÉMOCRATIQUE SOUVERAIN,"démocratie, Europe",SUPPORTING,SUPPORT_RECHECK,ASSERTIVE,NONE_IN_EXPORT,3244,0,UE|PLATEFORMES_BIGTECH|PARTIS_ELUS|CITOYENS_MOUVEMENTS,DROIT_REGULATION|ELECTION_CONSENTEMENT|DEPENDANCE_ECONOMIQUE,JURIDIQUE|ANTHROPOLOGIQUE|POLITIQUE|ECONOMIQUE|SCIENTIFIQUE,Manifeste philosophico-technique.,"Diagnostic de Simone Weil (1943) : le parti est machine a passion collective, il eteint la pensee libre et a la croissance pour seule fin. Solution = RIC comme OS (systeme d exploitation), pas comme mesure.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/ladieu-aux-partis-du-diagnostic-de
102,2025-11-30,NOT_REVERIFIED,180300683.essence-la-double-manipulation-que,Essence : la double manipulation que personne ne vous montre,"énergie, Europe",DIRECT,LEAD_REVERIFY,MIXED,NONE_IN_EXPORT,1070,0,ETAT_FR|UE|PARTIS_ELUS|LOBBIES_THINKTANKS,LOBBYING_RESEAUX|CADRAGE_NARRATIF,POLITIQUE|COMMUNICATION|MARKETING_PR,Double manipulation.,"Bardella denonce hausse 4-6 cts/L due au CEE (decret 2025-1048). Ce que Bardella omet : le CEE existe depuis 2006 (cree sous droite), Tanguy (RN) siege au CSE qui a valide le decret en juillet 2025 - 4 mois avant l indignation.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/essence-la-double-manipulation-que
103,2025-11-29,NOT_REVERIFIED,180267309.corruption-en-ukraine-garraud-a-t,Corruption en Ukraine : Garraud a-t-il raison de demander des comptes ?,"Ukraine, corruption",DIRECT,LEAD_REVERIFY,ASSERTIVE,NONE_IN_EXPORT,1276,0,UE|PARTIS_ELUS|ENTREPRISES_FINANCE|RUSSIE|UKRAINE,LOBBYING_RESEAUX|CORRUPTION_TRAFFIC,POLITIQUE|ECONOMIQUE,"Garraud a raison sur le fond, mais n est pas un lanceur d alerte desinteresse.","Les controles sur l aide UE a l Ukraine etaient insuffisants - la Cour des comptes europeenne le disait depuis le Rapport 23/2021 et a ete ignoree (urgence geopolitique, pression politique ne pas jouer le jeu de Poutine). Operation Midas (NABU, nov.2025) : 100 M$ detournes via Energoatom, reseau Mindich (proche de Zelensky), 1 000h d enregistrements, Andriy Yermak (chef cabinet) demissionne.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/corruption-en-ukraine-garraud-a-t
104,2025-11-29,NOT_REVERIFIED,180261963.democratie-rare-en-temps-de-guerre-82a,« Démocratie rare en temps de guerre » : déconstruction d'un narratif,"démocratie, défense, Europe, géopolitique",DIRECT,LEAD_REVERIFY,MIXED,NONE_IN_EXPORT,1243,0,ETAT_FR|UE|USA|RUSSIE|UKRAINE,CADRAGE_NARRATIF|ELECTION_CONSENTEMENT|COERCITION_ADMIN|GUERRE_SECURITE,POLITIQUE|NARRATIVE|COMMUNICATION,Deconstruction du narratif Devers (France Info).,"Democratie rare : 11 partis interdits (decret 153/2022, dont Opposition Platform - 92 deputes), elections suspendues (mandat Zelensky expire mai 2024 - UK maintenait ses elections pendant WWII). telethon mediatique unique controle par l Etat. Operation Midas (27 nov.2025, 2 jours avant Devers) : 100 M$ detournes, Yermak demissionne - Devers ne le mentionne pas.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/democratie-rare-en-temps-de-guerre-82a
105,2025-11-29,NOT_REVERIFIED,180223640.larmee-potemkine-quand-le-spectre,L'Armée Potemkine : Quand le spectre de Poutine cache la ruine de nos forces,"défense, Europe, géopolitique",DIRECT,LEAD_REVERIFY,MIXED,NONE_IN_EXPORT,838,0,ETAT_FR|UE|ENTREPRISES_FINANCE|RUSSIE,INGERENCE_ETRANGERE|PSYCHO_COMPORTEMENT|GUERRE_SECURITE,PSYCHOLOGIQUE|POLITIQUE|ECONOMIQUE,"L accusation d ingenrence russe (Desportes, Public Senat) est un ecran de fumee.","Realite de l armee francaise : 4 jours de munitions en haute intensite (rapports parlementaires), deserations en hausse (plan Fidelisation 360 en echec), dissonance entre rhetorique guerriere et vide capacitaire. Accusation en miroir (Mucchielli 1970) : le gouvernement accuse Poutine de ce qu il fait lui-meme (preparation psychologique des esprits via Guide de survie, discours aux maires).",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/larmee-potemkine-quand-le-spectre
106,2025-11-28,NOT_REVERIFIED,180194877.407-mensonges-lautopsie-dun-systeme,407 Mensonges : L'Autopsie d'un Système,système,DIRECT,LEAD_REVERIFY,ASSERTIVE,SPARSE,2277,1,ETAT_FR|ENTREPRISES_FINANCE,FINANCEMENT_FLUX|CADRAGE_NARRATIF|DROIT_REGULATION|ELECTION_CONSENTEMENT|PSYCHO_COMPORTEMENT|DEPENDANCE_ECONOMIQUE,JURIDIQUE|PSYCHOLOGIQUE|POLITIQUE|ECONOMIQUE|ETHIQUE|NARRATIVE,"407 contradictions factuelles documentees depuis 2017 - echantillon incomplet (si un mensonge par jour, nous en serions a 3 000).","407 contradictions factuelles documentees depuis 2017 - echantillon incomplet (si un mensonge par jour, nous en serions a 3 000). 3 mecanismes : (1) Inversion orwellienne (note 9/10) - nommer une mesure du nom de l effet inverse (Loi pour la liberte de choisir son avenir professionnel = reduction droits chomage, Pacte enseignant = surcharge contractuelle). (2) Deni d evidence/gaslighting d Etat - pas de penurie de masques (stocks liquides), pas de violences policieres (30 eborgnes GJ). (3) Amnesie organisee - nucleaire : ferme Fessenheim 2020 (centrale rentable), annonce 6-14 EPR2 en 2022 sans explication.",,"Formulation causale/systémique forte : isoler les maillons et retester intention, coordination et effet avant réemploi.",https://giak.substack.com/p/407-mensonges-lautopsie-dun-systeme
107,2025-11-28,NOT_REVERIFIED,180162835.service-militaire-volontaire-ce-que,Service militaire volontaire : ce que Macron ne vous dit pas,"défense, Europe",CONTEXT,CONTEXT_ONLY,MIXED,NONE_IN_EXPORT,443,0,ETAT_FR|UE,GUERRE_SECURITE,POLITIQUE,"Macron annonce le service militaire volontaire (800$/mois, 3 000 jeunes en 2026, objectif 50 000/an en 2035) depuis les Alpes, decor soigne.","Macron annonce le service militaire volontaire (800$/mois, 3 000 jeunes en 2026, objectif 50 000/an en 2035) depuis les Alpes, decor soigne. Ce qu il ne dit pas : le SNU est un echec enterre - 40 000 participants en 2023 vs objectif 800 000, desistement 28%, cout reel 2 900$ par jeune vs 2 300 annonces (Cour des Comptes sept.2024), 46% des participants sont enfants de militaires ou policiers.",,,https://giak.substack.com/p/service-militaire-volontaire-ce-que
108,2025-11-28,NOT_REVERIFIED,180158712.nationalisation-darcelormittal-ce,Nationalisation d'ArcelorMittal : ce qu'on ne vous dit pas,industrie,SUPPORTING,SUPPORT_RECHECK,MIXED,NONE_IN_EXPORT,940,0,ETAT_FR|ENTREPRISES_FINANCE|USA,DROIT_REGULATION,JURIDIQUE|ECONOMIQUE,Le tweet de Guette melange des realites differentes.,"Alstom (pression US documentee : Pierucci 25 mois prison, amende 772 M$, Kron 4-6,5 M$ prime + 10,5 M$ retraite chapeau, non-lieu PNF 2024) vs Doliprane (decision actionnaires Sanofi, Etat sans levier juridique) vs Lafarge (fusion initiee par management francais lui-meme). Chiffrage nationalisation : Institut La Boetie annonce 3 Md$ mais cet institut est co-preside par Guette et Melenchon - conflit d interets.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/nationalisation-darcelormittal-ce
109,2025-11-27,NOT_REVERIFIED,180129975.leurope-construit-elle-un-credit-40d,L'Europe construit-elle un crédit social à la française ?,"système, contrôle, Europe, travail",DIRECT,LEAD_REVERIFY,ASSERTIVE,NONE_IN_EXPORT,2228,0,ETAT_FR|UE|PLATEFORMES_BIGTECH|LOBBIES_THINKTANKS|ALLEMAGNE|CITOYENS_MOUVEMENTS,FINANCEMENT_FLUX|LOBBYING_RESEAUX|MODERATION_CENSURE|SURVEILLANCE_DONNEES|COERCITION_ADMIN|SCIENCE_EXPERTISE,TECHNIQUE|ECONOMIQUE|SOCIALE|SCIENTIFIQUE|MARKETING_PR,"Architecture de surveillance en 4 piliers. (1) Chat Control/Thorn : conflit d interets documente (Follow the Money) - Thorn (Ashton Kutcher) depense 600 000$/an en lobbying pour CSAR + vend Safer, le logiciel rendu obligatoire.","Architecture de surveillance en 4 piliers. (1) Chat Control/Thorn : conflit d interets documente (Follow the Money) - Thorn (Ashton Kutcher) depense 600 000$/an en lobbying pour CSAR + vend Safer, le logiciel rendu obligatoire. Oak Foundation verse 24 M$ a l ecosysteme Thorn/ECPAT/WeProtect. (2) PhotoDNA : faux positifs 58% sur LinkedIn (etude ACM 2023) vs promesse marketing 1/50 milliards - Google a supprime le compte d un pere innocent apres fausse alerte photo medicale. (3) Trusted flaggers DSA : Respect Allemagne financee a 95% par l Etat via Demokratie Leben - censure par procuration. (4) eIDAS Article 45 : oblige les navigateurs a accepter les certificats gouvernementaux - MITM legalise (400 experts, 34 pays, lettre ouverte Mozilla/EFF).",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/leurope-construit-elle-un-credit-40d
110,2025-11-27,NOT_REVERIFIED,180128122.leurope-construit-elle-un-credit,L'Europe construit-elle un crédit social doux ?,"contrôle, Europe, travail",DIRECT,LEAD_REVERIFY,ASSERTIVE,NONE_IN_EXPORT,1053,0,ETAT_FR|UE|ONG_FONDATIONS|LOBBIES_THINKTANKS|CITOYENS_MOUVEMENTS,FINANCEMENT_FLUX|LOBBYING_RESEAUX|MODERATION_CENSURE|SURVEILLANCE_DONNEES|COERCITION_ADMIN|PSYCHO_COMPORTEMENT|DEPENDANCE_ECONOMIQUE,TECHNIQUE|PSYCHOLOGIQUE|ECONOMIQUE|SOCIALE|ETHIQUE,Version synthetique de la meme these.,"Trois circuits convergent : argent (Oak Foundation 24 M$ -> Thorn -> lobbying CSAR -> Safer obligatoire = marche captif 450 M Europeens), controle (Etat finance ONG a 95% -> ONG trusted flaggers -> plateformes sur-modèrent par peur des amendes DSA 6% CA mondial), surveillance (Chat Control scanne messages avant chiffrement + eIDAS Art.45 intercepte HTTPS + euro numerique trace paiements). Chiffres cles : PhotoDNA 58% faux positifs vs promesse 1/50 milliards, 95% financement etatique ONG, 0,9% du PATRIOT Act utilise pour sa finalite antiterroriste.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/leurope-construit-elle-un-credit
111,2025-11-27,NOT_REVERIFIED,180120693.macron-et-la-paix-en-ukraine-ce-que,Macron et la paix en Ukraine: ce que le discours cache,"Europe, Ukraine, géopolitique",DIRECT,LEAD_REVERIFY,MIXED,NONE_IN_EXPORT,787,0,ETAT_FR|UE|USA|RUSSIE|UKRAINE|ISRAEL,FINANCEMENT_FLUX|CADRAGE_NARRATIF|INGERENCE_ETRANGERE|GUERRE_SECURITE,POLITIQUE|ECONOMIQUE|NARRATIVE,Accusation miroir (Mucchielli 1970).,"Accusation miroir (Mucchielli 1970). Macron (Luanda, 25 nov.2025) : « Il n y a qu une personne qui ne veut pas la paix, c est la Russie. » Phrase vraie au sens strict mais trompeuse par omission massive.",,Traçabilité externe absente de l’HTML exporté : les claims matériels doivent être revalidés avant réemploi.,https://giak.substack.com/p/macron-et-la-paix-en-ukraine-ce-que
112,2025-11-27,NOT_REVERIFIED,180109075.liceberg-du-syndicalisme-agricole,L'Iceberg du Syndicalisme Agricole,"agriculture, Europe",SUPPORTING,SUPPORT_RECHECK,MIXED,MEDIUM,2279,0,UE|PARTIS_ELUS|CITOYENS_MOUVEMENTS,FINANCEMENT_FLUX|COERCITION_ADMIN|SCIENCE_EXPERTISE,ECONOMIQUE|SOCIALE,"Fact-check tribune Maurice Martin contre la CR : 47% confirmees, 29% fausses.","Fact-check tribune Maurice Martin contre la CR : 47% confirmees, 29% fausses. Surface : CR = 2e syndicat (~20-30%), condamnations CA47 (Bousquet-Cassagne 14 000$, lac de Caussade illegal), liens CR-RN confirmes (Barthes depute RN, 47% sympathisants CR votent RN - Cevipof).",,,https://giak.substack.com/p/liceberg-du-syndicalisme-agricole
