claim_id,forensic_id,raw_kind,origin_refs,source_status,current_epi,disposition,support_fct_count,unique_source_urls,unique_source_families,primary_source_signal,quantitative_signal,causal_signal,e4_design_signal,evidence_level,classification_reason,scope,scope_reason
C-FM-0574,FM-0574,FCT,INV-041:FCT-006,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0575,FM-0575,FCT,INV-041:FCT-007,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0576,FM-0576,FCT,INV-041:FCT-008,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0577,FM-0577,FCT,INV-041:FCT-009,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0578,FM-0578,CLM,INV-042:CLM-001,SUPPORTED,INFERENCE,RESOLVED,4,1,1,YES,YES,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0579,FM-0579,CLM,INV-042:CLM-002,SUPPORTED,INFERENCE,RESOLVED,3,1,1,YES,YES,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0580,FM-0580,CLM,INV-042:CLM-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0581,FM-0581,CLM,INV-042:CLM-004,SUPPORTED,INFERENCE,RESOLVED,3,1,1,YES,YES,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0585,FM-0585,CAU,INV-042:CAU-001,SUPPORTED,INFERENCE,RESOLVED,3,1,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0586,FM-0586,CAU,INV-042:CAU-002,SUPPORTED,INFERENCE,RESOLVED,2,1,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0587,FM-0587,CAU,INV-042:CAU-003,SUPPORTED,INFERENCE,RESOLVED,2,1,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0588,FM-0588,FCT,INV-042:FCT-001,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0589,FM-0589,FCT,INV-042:FCT-002,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0590,FM-0590,FCT,INV-042:FCT-003,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0591,FM-0591,FCT,INV-042:FCT-004,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0592,FM-0592,FCT,INV-042:FCT-005,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0593,FM-0593,FCT,INV-042:FCT-006,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0594,FM-0594,FCT,INV-042:FCT-007,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0595,FM-0595,FCT,INV-042:FCT-008,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0596,FM-0596,CLM,INV-043:CLM-001,SUPPORTED,INFERENCE,RESOLVED,3,3,2,NO,YES,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0597,FM-0597,CLM,INV-043:CLM-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0598,FM-0598,CLM,INV-043:CLM-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,NO,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0599,FM-0599,CLM,INV-043:CLM-004,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,NO,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0604,FM-0604,CAU,INV-043:CAU-001,SUPPORTED,INFERENCE,RESOLVED,3,3,2,NO,YES,YES,NO,E3,R6 causal/mechanism claim constrained by multiple supports plus chronology/pre-decision/confounder evidence; causal generalisation remains bounded,OTHER,no safe geographic inference
C-FM-0605,FM-0605,CAU,INV-043:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0606,FM-0606,CAU,INV-043:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,NO,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0607,FM-0607,FCT,INV-043:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0608,FM-0608,FCT,INV-043:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0609,FM-0609,FCT,INV-043:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0610,FM-0610,FCT,INV-043:FCT-004,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0611,FM-0611,FCT,INV-043:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0612,FM-0612,FCT,INV-043:FCT-006,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0613,FM-0613,CLM,INV-044:CLM-001,SUPPORTED,INFERENCE,RESOLVED,2,2,2,NO,YES,NO,NO,E3,R9 bounded claim supported by multiple concrete items with primary/convergent provenance,OTHER,no safe geographic inference
C-FM-0614,FM-0614,CLM,INV-044:CLM-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0615,FM-0615,CLM,INV-044:CLM-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,NO,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0616,FM-0616,CLM,INV-044:CLM-004,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0617,FM-0617,CLM,INV-044:CLM-005,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,NO,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0618,FM-0618,CLM,INV-044:CLM-006,SUPPORTED,INFERENCE,RESOLVED,1,1,1,YES,NO,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0623,FM-0623,CAU,INV-044:CAU-001,SUPPORTED,INFERENCE,RESOLVED,2,2,2,NO,NO,YES,NO,E3,R6 causal/mechanism claim constrained by multiple supports plus chronology/pre-decision/confounder evidence; causal generalisation remains bounded,OTHER,no safe geographic inference
C-FM-0624,FM-0624,CAU,INV-044:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,NO,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0625,FM-0625,CAU,INV-044:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0626,FM-0626,FCT,INV-044:FCT-001,FACT,FACT,RESOLVED,1,1,2,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0627,FM-0627,FCT,INV-044:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0628,FM-0628,FCT,INV-044:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0629,FM-0629,FCT,INV-044:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0630,FM-0630,FCT,INV-044:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0631,FM-0631,FCT,INV-044:FCT-006,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0632,FM-0632,FCT,INV-044:FCT-007,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0634,FM-0634,CLM,INV-045:CLM-001,SUPPORTED,INFERENCE,RESOLVED,5,4,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,SAMPLE,explicit panel/sample keyword
C-FM-0635,FM-0635,CLM,INV-045:CLM-002,SUPPORTED,INFERENCE,RESOLVED,3,3,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0636,FM-0636,CLM,INV-045:CLM-003,SUPPORTED,INFERENCE,RESOLVED,4,2,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0640,FM-0640,CAU,INV-045:CAU-001,SUPPORTED,INFERENCE,RESOLVED,3,3,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,SAMPLE,explicit panel/sample keyword
C-FM-0641,FM-0641,CAU,INV-045:CAU-002,SUPPORTED,INFERENCE,RESOLVED,3,2,1,NO,NO,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0642,FM-0642,FCT,INV-045:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0643,FM-0643,FCT,INV-045:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,SAMPLE,explicit panel/sample keyword
C-FM-0644,FM-0644,FCT,INV-045:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,SAMPLE,explicit panel/sample keyword
C-FM-0645,FM-0645,FCT,INV-045:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,SAMPLE,explicit panel/sample keyword
C-FM-0646,FM-0646,FCT,INV-045:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0647,FM-0647,FCT,INV-045:FCT-006,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0648,FM-0648,FCT,INV-045:FCT-007,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0649,FM-0649,FCT,INV-045:FCT-008,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0650,FM-0650,FCT,INV-045:FCT-009,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,SAMPLE,explicit panel/sample keyword
C-FM-0651,FM-0651,FCT,INV-045:FCT-010,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,SAMPLE,explicit panel/sample keyword
