id,workstream,kind,title,coverage_initial,evaluation,decision,depth,priority,status,dependencies,truth_engine,renard,renard_reason,corpus_refs,result_path,next_action,created_at,updated_at,notes,coverage_current,utility,item_type,execution_mode,parent_id,merged_into,wave,gate,coverage_basis,structure_note
INV-117,W10,IDEA,"French-American Foundation / Young Leaders : réseau transatlantique, carrières et influence démontrable",NEW,CONFIRMED,CONDITIONAL,UNKNOWN,P2,CONDITIONAL,INV-132,NOT_RUN,UNDECIDED,,A036:199422722.la-caste-parasite-qui-gouverne-la;A090:181766389.les-telegraphistes-de-la-terreur,,"Activer seulement si INV-132 établit un lead matériel, discriminant et documentable.",2026-09-05,2026-09-05,,PARTIAL,MEDIUM,CONDITIONAL_CASE,CONDITIONAL,INV-132,,COND,MATERIAL_LEAD_FROM_INV-132,THIN,Évite les deep-dives de réseau par simple notoriété ou proximité narrative.
INV-118,W10,IDEA,CFR / Trilateral Commission / réseaux transatlantiques : influence intellectuelle versus coordination politique,NEW,CONFIRMED,CONDITIONAL,UNKNOWN,P2,CONDITIONAL,INV-132,NOT_RUN,UNDECIDED,,,,"Activer seulement si INV-132 établit un lead matériel, discriminant et documentable.",2026-09-05,2026-09-05,,NEW,MEDIUM,CONDITIONAL_CASE,CONDITIONAL,INV-132,,COND,MATERIAL_LEAD_FROM_INV-132,NO_SUBSTANTIAL_PRIOR_IDENTIFIED,Évite les deep-dives de réseau par simple notoriété ou proximité narrative.
INV-119,W10,IDEA,"Grandes écoles, ENA/INSP, Inspection des finances : reproduction, circulation et concentration des élites administratives",NEW,CONFIRMED,RECHECK,RECHECK,P2,BACKLOG,,NOT_RUN,UNDECIDED,,A014:202848231.lecart-legalitelegitimite-la-signature;A036:199422722.la-caste-parasite-qui-gouverne-la;A053:193017697.comment-la-richesse-verrouille-le;A068:187674415.le-triangle-de-la-capture-le-mecanisme,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,MEDIUM,Ordre non figé : sélection dynamique après chaque résultat.
INV-120,W10,IDEA,"Finance et banques : lobbying, revolving doors, dépendance réglementaire et pouvoir de marché sur la décision publique",NEW,CONFIRMED,DO,DEEPEN,P2,BACKLOG,,NOT_RUN,UNDECIDED,,A034:199653976.la-dette-instrumentalisee-3-200-milliards;A035:199655748.largent-qui-disparait-80-a-100-milliards;A046:194422681.le-leviathan-de-verre;A053:193017697.comment-la-richesse-verrouille-le;A054:192726440.le-vampire-de-la-croissance;A062:190192234.le-grand-manege-de-la-depossession;A083:183424330.lagonie-du-souverain-la-singularite;A089:182308074.france-2025-lanatomie-dune-feodalite,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-121,W10,IDEA,"Industrie pharmaceutique : lobbying, expertise, recherche, régulation, médias et conflits d’intérêts",NEW,CONFIRMED,DO,DEEPEN,P2,BACKLOG,,NOT_RUN,UNDECIDED,,A001:212538645.qui-fact-checke-les-fact-checkers;A043:194966421.la-constellation-davril;A045:194518266.lingenierie-de-lenclos;A056:192351575.le-reseau-qui-nous-facture;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A089:182308074.france-2025-lanatomie-dune-feodalite;A095:180851146.france-2025-larchitecture-de-lenfer,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,MEDIUM,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-122,W10,IDEA,"Industrie de défense : commandes publiques, lobbying, think tanks, médias et politique étrangère",NEW,CONFIRMED,RECHECK,RECHECK,P2,BACKLOG,,NOT_RUN,UNDECIDED,,A023:199655095.la-defense-rongee-449-md-sans-munitions;A058:191802696.la-guerre-des-autres;A063:189855247.le-sanctuaire-inverse-comment-la;A075:186127641.limpasse-persique-pourquoi-loccident;A083:183424330.lagonie-du-souverain-la-singularite;A090:181766389.les-telegraphistes-de-la-terreur;A105:180223640.larmee-potemkine-quand-le-spectre;A107:180162835.service-militaire-volontaire-ce-que;A115:180081515.ukraine-ce-que-hayer-trump-et-zelenskyy,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-123,W10,IDEA,"Big Tech : lobbying, infrastructures, modération, données, dépendance étatique et pouvoir normatif",NEW,CONFIRMED,RECHECK,RECHECK,P2,BACKLOG,,NOT_RUN,UNDECIDED,,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A020:199655242.le-numerique-colonise-70-des-donnees;A067:188810196.le-gulag-digital-surveilles-a-100;A071:186904003.larchitecture-de-la-censure-europeenne;A074:186286764.ce-que-macron-appelle-protection;A109:180129975.leurope-construit-elle-un-credit-40d;A110:180128122.leurope-construit-elle-un-credit,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-124,W10,IDEA,"Debanking, paiements, sanctions et accès financier comme infrastructure privée/publique de coercition",NEW,CONFIRMED,DO,DEEPEN,P2,BACKLOG,,NOT_RUN,UNDECIDED,,A067:188810196.le-gulag-digital-surveilles-a-100;A083:183424330.lagonie-du-souverain-la-singularite;A087:182502562.la-justice-spectrale-lere-du-bannissement;A109:180129975.leurope-construit-elle-un-credit-40d;A110:180128122.leurope-construit-elle-un-credit,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-125,W10,INVESTIGATION,"Infrastructures numériques critiques et souveraineté : cloud, hébergement, données, câbles, puces, extraterritorialité et dépendance comme leviers de pouvoir",PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A020:199655242.le-numerique-colonise-70-des-donnees,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,Ajouté et évalué par INV-002. Le corpus documente déjà la dépendance numérique mais pas une enquête transversale complète sur l’infrastructure comme levier d’influence.,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-126,W10,INVESTIGATION,"Corps intermédiaires, syndicats, fédérations professionnelles et chambres consulaires : représentation légitime versus capture de la décision",PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A112:180109075.liceberg-du-syndicalisme-agricole;A120:180043331.le-double-discours-du-rn-sur-lagriculture,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,Ajouté et évalué par INV-002. Le corpus agricole montre ce mécanisme mais il n’est pas généralisé aux autres corps intermédiaires.,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-127,W10,INVESTIGATION,"Soft power culturel et académique : universités, bourses, instituts, échanges, langue, culture et formation des élites",NEW,CONFIRMED,DO,DEEPEN,P2,BACKLOG,,NOT_RUN,UNDECIDED,,,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,Ajouté et évalué par INV-002. Dimension peu couverte ; utile pour compléter l’influence non coercitive hors think tanks et lobbying.,NEW,MEDIUM,PRIMARY,GREENFIELD,,,MAIN_DYNAMIC,PILOT_VALIDATED,NO_SUBSTANTIAL_PRIOR_IDENTIFIED,Ordre non figé : sélection dynamique après chaque résultat.
INV-128,W10,INVESTIGATION,"Influence-for-hire : renseignement privé, cabinets d’intelligence, réputation, infiltration et campagnes clandestines pour clients étatiques ou privés",PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A071:186904003.larchitecture-de-la-censure-europeenne,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,Ajouté et évalué par INV-002. Des cas ponctuels existent mais aucun traitement comparatif de l’industrie privée de l’influence clandestine.,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-129,W10,INVESTIGATION,"Lawfare et coercition juridique : contentieux stratégique, SLAPP, sanctions administratives, procédures et droit comme instruments d’influence",PARTIAL,CONFIRMED,SYNTHESIZE,SYNTHESIS,P1,BLOCKED,INV-054;INV-080;INV-100;INV-124,NOT_RUN,UNDECIDED,,A006:209222653.du-narratif-a-lingerence-le-seuil;A087:182502562.la-justice-spectrale-lere-du-bannissement;A098:180481861.quand-lelysee-attaque-un-journaliste,,Attendre les investigations constitutives ; synthétiser seulement les deltas probatoires.,2026-09-05,2026-09-05,Ajouté et évalué par INV-002. Le corpus traite plusieurs cas ; la mécanique transversale et ses contre-exemples restent à établir.,PARTIAL,HIGH,SYNTHESIS,SYNTHESIS,,,SYNTH,DEPENDENCIES_DONE,MEDIUM,"Ancien backlog trop plat : cette entrée est une synthèse dépendante, pas un run primaire."
INV-130,W2,INVESTIGATION,"Maroc : influence politique, diplomatique, économique, sécuritaire et diasporique en France",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,Split nécessaire de l’ancien INV-038 combinant deux États non interchangeables.,NEW,HIGH,PRIMARY,GREENFIELD,INV-038,,MAIN_DYNAMIC,PILOT_VALIDATED,NO_SUBSTANTIAL_PRIOR_IDENTIFIED,Split nécessaire de l’ancien INV-038 combinant deux États non interchangeables. Ordre non figé : sélection dynamique après chaque résultat.
INV-131,W2,INVESTIGATION,"Algérie : influence politique, diplomatique, économique, sécuritaire et diasporique en France",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,Split nécessaire de l’ancien INV-038 combinant deux États non interchangeables.,NEW,HIGH,PRIMARY,GREENFIELD,INV-038,,MAIN_DYNAMIC,PILOT_VALIDATED,NO_SUBSTANTIAL_PRIOR_IDENTIFIED,Split nécessaire de l’ancien INV-038 combinant deux États non interchangeables. Ordre non figé : sélection dynamique après chaque résultat.
INV-132,W10,INVESTIGATION,Réseaux d’élites extra-institutionnels : cartographie comparative France/transnational et triage des cas réellement matériels,PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,Gate préalable aux deep-dives Franc-maçonnerie/Le Siècle/Bilderberg/WEF/FAF/CFR-Trilateral.,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Gate préalable aux deep-dives Franc-maçonnerie/Le Siècle/Bilderberg/WEF/FAF/CFR-Trilateral. Ordre non figé : sélection dynamique après chaque résultat.
INV-133,W0,INVESTIGATION,"Synthèse systémique finale : pluralisme, captures sectorielles, réseaux, émergence, coordinations et architecture de pouvoir — départager les modèles concurrents",PARTIAL,CONFIRMED,DO,DEEPEN,P0,BLOCKED,INV-038;INV-040;INV-052;INV-068;INV-082;INV-088;INV-095;INV-102;INV-104;INV-129,NOT_RUN,UNDECIDED,,,,Dernière synthèse seulement après evidence packs suffisants ; tester H0-H5 et modèles concurrents.,2026-09-05,2026-09-05,Synthèse finale manquante ; ne doit jamais être lancée avant les evidence packs et synthèses intermédiaires.,PARTIAL,HIGH,SYNTHESIS,SYNTHESIS,,,FINAL,EVIDENCE_SUFFICIENT,THIN,Synthèse finale manquante ; ne doit jamais être lancée avant les evidence packs et synthèses intermédiaires.
